num_nodes,num_edges,false_avg_degree,average_clustering,density,average_shortest_path_length,diameter,radius,node_connectivity,edge_connectivity,real_avg_degree,edge_cut,attribute_assortativity_coefficient,homophily_ratio
500,482,2.1231999999999998,0.11911609964432104,0.0021274549098196393,3.252822357497576,8.6,4.0,1.0,1.2,49.026399999999995,23451.600000000002,0.6317302248427714,0.7132050783274484
550,719,2.4916363636363634,0.14053757100280606,0.0022692498758072528,4.292521683644361,10.8,5.8,1.0,1.0,50.62472727272727,26473.199999999997,0.6112378414516013,0.686591194321144
605,868,2.268429752066116,0.13578051371996164,0.001877839198730228,4.334880603152955,10.600000000000001,5.2,1.0,1.0,46.09256198347107,26513.6,0.6425390221060636,0.7058269894947713
665,1095,3.0466165413533837,0.15227276107536103,0.0022941389618624875,5.236569425668563,14.8,6.6,1.0,1.0,49.788872180451136,31083.6,0.6372008447399374,0.7054796969322799
731,1064,3.074145006839945,0.16235047447552642,0.0021055787718081815,5.632125874927572,15.6,7.6000000000000005,1.0,1.0,48.82845417236662,33446.4,0.6451871885770044,0.7064329235469579
804,1188,3.4054726368159205,0.1621955237213174,0.0021204686406076714,5.721436716149786,16.0,8.0,1.0,1.0,48.809452736318406,36504.8,0.6350952492212611,0.7064050013121832
884,1968,3.9597285067873305,0.17501373020284855,0.002242201872473007,5.717909357564528,16.2,7.6,1.0,1.0,50.382805429864256,41038.0,0.6262820740863732,0.7027128278480936
972,2041,4.282716049382716,0.18630507236850752,0.002205312074862367,5.305808542081689,15.399999999999999,7.6,1.0,1.0,49.99506172839506,44432.399999999994,0.6052556455823038,0.6785201865701858
1069,2381,4.532834424695978,0.1850357949424754,0.0021221134947078547,5.164489550126943,13.6,6.799999999999999,1.0,1.0,48.800561272217024,47322.2,0.619386781323267,0.6859634143052596
1175,2750,4.962042553191489,0.1942308981325165,0.0021133060277646887,5.043461608062444,13.2,7.0,1.0,1.0,49.457361702127656,52282.0,0.6168613436839376,0.6853273676590614
1292,4051,5.606191950464396,0.2127427006260897,0.002171259469583422,4.953141435491874,13.4,7.4,1.0,1.0,49.53498452012384,56756.0,0.6244927526298814,0.6904426612432613
1421,4304,6.205770584095708,0.22006232889446561,0.0021851304873576434,4.74729213429346,14.0,7.399999999999999,1.0,1.0,49.82575650950035,61984.0,0.6199788606876835,0.6899089262661604
1563,5359,6.600895713371722,0.2168554613281499,0.0021129627763673883,4.838276626137314,12.6,7.6,1.0,1.0,49.392322456813815,66883.0,0.6211494189722583,0.6927415403099789
1719,6653,7.4454915648632936,0.23262367973417644,0.002166906741811203,4.665508209449724,13.600000000000001,7.0,1.0,1.0,49.9173938336242,73009.2,0.6297835765027818,0.6970343864051987
1890,7373,7.9585185185185185,0.23333647356200754,0.0021065427523871147,4.472125599173327,11.600000000000001,6.6,1.0,1.0,49.37513227513228,78277.40000000001,0.6191782574607823,0.6885381376840105
2079,9865,9.16113516113516,0.2476181639733557,0.0022043154863174113,4.38609503741456,12.600000000000001,7.0,1.0,1.0,50.25454545454545,85433.2,0.6199648323075839,0.690827295565793
2286,10964,9.8668416447944,0.2563926162996062,0.0021590463117712034,4.38885509850904,12.4,7.199999999999999,1.0,1.0,49.89230096237971,91498.2,0.624083245761631,0.694066438162589
2514,12971,10.648369132856008,0.2596502143462802,0.0021186568111532045,4.342621791828684,11.75,6.75,1.0,1.0,49.627983293556085,97994.75,0.628880305351733,0.6981050507223857
2765,16901,11.820614828209765,0.2664466497721684,0.0021383167200090024,4.299655525355956,14.0,6.75,1.0,1.0,49.8496383363472,105150.25,0.6235202131812737,0.6926502498971335
