num_nodes,num_edges,false_avg_degree,average_clustering,density,average_shortest_path_length,diameter,radius,node_connectivity,edge_connectivity,real_avg_degree,edge_cut,attribute_assortativity_coefficient,homophily_ratio
500,34,0.2848,0.003146666666666667,0.0002853707414829659,1.6261904761904764,2.8,1.5999999999999999,1.0,1.0,5.5816,2648.3999999999996,0.7600356927948119,0.872628680716916
550,45,0.3854545454545455,0.006415112160566706,0.0003510514985924822,2.1553110941346234,4.2,2.2,1.0,1.0,6.1240000000000006,3156.2,0.7158034980834473,0.8520877138734282
605,41,0.4099173553719009,0.00325068870523416,0.0003393355590826993,2.433882783882784,5.0,2.8,1.0,1.0,5.787768595041322,3253.6,0.7176034922371682,0.8686818150396789
665,75,0.4186466165413534,0.002907268170426065,0.0003152459461907782,2.0985714285714288,4.0,2.2,1.0,1.0,5.784962406015037,3568.6000000000004,0.6361566149437651,0.8012139286622045
731,101,0.46839945280437756,0.0056817145462836295,0.0003208215430166969,2.960401493930905,6.0,3.2,1.0,1.0,5.911354309165526,3978.7999999999997,0.6539054222475511,0.815470673993298
804,107,0.5303482587064676,0.006741293532338308,0.0003302293018097557,2.334114774114774,4.4,2.4,1.0,1.0,5.876616915422886,4298.4,0.7131844165449862,0.860232264101423
884,134,0.5963800904977375,0.008847100611806493,0.00033770107049702015,3.8390064987588213,9.6,5.2,1.0,1.0,5.990045248868778,4768.0,0.7301345124354621,0.8621608332253532
972,155,0.6518518518518519,0.008423491232133207,0.00033566006789487743,3.4422728643905116,7.0,3.8000000000000003,1.0,1.0,5.974485596707819,5173.6,0.691514851720848,0.8411220763233668
1069,180,0.6929840972871842,0.009456374620079018,0.0003244307571569215,2.849949938949939,6.199999999999999,3.4,1.0,1.0,5.994387277829747,5667.2,0.7229193895916355,0.8567604617604617
1175,194,0.7625531914893617,0.009901519756838907,0.0003247671173293704,4.854183841985295,11.4,6.0,1.0,1.0,5.727148936170212,5833.4,0.7031571603230369,0.8299080654205654
1292,297,0.8786377708978328,0.013291716675670985,0.00034029348214478425,6.252003448284299,15.600000000000001,8.0,1.0,1.0,5.993653250773994,6608.599999999999,0.6847461118461291,0.8357113636954423
1421,399,0.9992962702322308,0.02001428174185981,0.00035186488388458837,5.803319998656875,13.0,7.0,1.0,1.0,6.033075299085151,7153.000000000001,0.6838724951899612,0.832463075657918
1563,392,1.0461932181701854,0.0194509824910736,0.000334888994292633,7.322031951762376,19.2,10.0,1.0,1.0,6.026743442098528,7784.6,0.6692702163448072,0.8248773170626169
1719,500,1.1225130890052357,0.016067394643047985,0.00032669181868604067,8.600545801264591,20.4,10.6,1.0,1.0,5.941012216404886,8283.0,0.6617186485942751,0.8208114504685013
