num_nodes,num_edges,false_avg_degree,average_clustering,density,average_shortest_path_length,diameter,radius,node_connectivity,edge_connectivity,real_avg_degree,edge_cut,attribute_assortativity_coefficient,homophily_ratio
500,19,0.2352,0.0008666666666666668,0.00023567134268537074,1.7688888888888887,2.8000000000000003,1.7999999999999998,1.0,1.0,4.4136,2089.2,0.6704282074963401,0.8049735137282196
550,40,0.2923636363636364,0.0020606060606060605,0.00026626924987580724,1.939047619047619,3.2,2.0,1.0,1.0,4.6196363636363635,2380.0,0.6635574041854019,0.7906005398110661
605,49,0.2684297520661157,0.0007162534435261708,0.00022221005965738055,2.215238095238095,4.2,2.2,1.0,1.0,4.513388429752066,2568.2,0.7218515220134938,0.8317384010378466
665,52,0.31278195488721805,0.0,0.00023552858048736297,2.657768897768898,5.2,2.8000000000000003,1.0,1.0,4.41593984962406,2728.5999999999995,0.6571053465404828,0.7880035518627558
731,51,0.35896032831737346,0.002352941176470588,0.0002458632385735435,2.224771894771895,4.0,2.1999999999999997,1.0,1.0,4.276333789329685,2863.6000000000004,0.6722370406999043,0.8125193900735697
804,69,0.35124378109452736,0.0009535655058043118,0.000218707211142296,2.137777777777778,3.8000000000000003,2.2,1.0,1.0,4.640547263681592,3448.6000000000004,0.7306786836117691,0.8349881267337464
884,88,0.3909502262443439,0.0026018099547511307,0.00022137611905115735,2.664133644133644,5.6000000000000005,2.8000000000000003,1.0,1.0,4.498868778280543,3631.4,0.7038797732632143,0.8194153884837818
972,117,0.44362139917695476,0.0015461493239271019,0.00022843532398401372,3.2371212121212127,7.6,4.2,1.0,1.0,4.598353909465021,4038.4000000000005,0.7327228267499015,0.8332166584719942
1069,121,0.4969130028063611,0.003380106018085438,0.00023263717359848368,3.014302422723475,6.199999999999999,3.4000000000000004,1.0,1.0,4.510570626753975,4290.6,0.7339011213785352,0.8275683456890639
1175,159,0.5446808510638298,0.003858156028368794,0.0002319765123781217,3.6466861539003608,8.4,4.4,1.0,1.0,4.5935319148936165,4757.400000000001,0.6790440008426828,0.8068759994240731
1292,179,0.5944272445820433,0.004669516929578849,0.00023021969193727474,3.8716206545451026,8.4,4.4,1.0,1.0,4.598916408668731,5173.8,0.6774898906233315,0.7969807791946266
1421,219,0.6941590429275158,0.005920713112831339,0.00024442219821391403,4.26990842114173,9.4,4.8,1.0,1.0,4.575369458128079,5515.2,0.6966587242141029,0.8066450961818217
1563,254,0.7211772232885476,0.004597214117367668,0.00023085058363909975,5.015974901642289,11.4,5.8,1.0,1.0,4.510172744721689,5922.2,0.6656068267588324,0.7900217068001981
1719,320,0.7613728912158232,0.004544724230588104,0.0002215869881303327,5.6260667791580445,13.0,6.800000000000001,1.0,1.0,4.467248400232693,6370.4,0.6958794072654249,0.8108921760666442
1890,427,0.8601058201058202,0.006225820622646019,0.00022766167816458977,5.605572241881909,12.0,6.4,1.0,1.0,4.502645502645503,6884.400000000001,0.6996785979498223,0.8136403923741115
2079,470,0.9265993265993265,0.006306228643890983,0.00022295460216538177,6.944304963823036,16.6,8.600000000000001,1.0,1.0,4.553631553631554,7540.6,0.7048109282090043,0.8174358410249586
2286,605,1.0561679790026246,0.008450045117402487,0.00023110896695899884,8.465814446665416,21.599999999999998,11.0,1.0,1.0,4.541119860017497,7966.6,0.6752151627409758,0.794816846278306
2514,690,1.1373110580747812,0.0084327906327064,0.0002262855268752052,7.632468754362311,17.6,9.0,1.0,1.0,4.479793158313444,8403.0,0.6947095788345674,0.8077045694133977
2765,850,1.278264014466546,0.010911639041403222,0.00023123444545342732,9.929844785607926,26.0,13.0,1.0,1.0,4.469801084990958,8824.6,0.7039651188332331,0.8154042682477411
3041,1094,1.4442617560013153,0.012566428011811692,0.00023754305197390055,8.857284360702073,24.6,12.599999999999998,1.0,1.0,4.53942781979612,9412.4,0.6677270787865557,0.7924395796593706
3345,1201,1.4969207772795219,0.011170983977847786,0.0002238218865549524,10.907577535125231,28.8,14.8,1.0,1.0,4.444843049327354,9860.8,0.6845150045494273,0.8020812538195512
3679,1495,1.719162815982604,0.012174477530041123,0.00023370892006288797,10.117802391019582,28.400000000000002,14.4,1.0,1.0,4.516933949442784,10293.0,0.6870825556428772,0.8034312426257387
4046,1859,1.8779041028175976,0.01685313622346951,0.00023212658872899847,9.216993830546315,24.25,12.5,1.0,1.0,4.514829461196243,10669.0,0.6942201157211099,0.808304819445846
4450,2304,2.0179775280898875,0.014629734549574,0.000226790012147661,9.25670330933999,26.5,14.0,1.0,1.0,4.483426966292135,10971.25,0.6818664684486606,0.8000295859537614
4895,2883,2.226149131767109,0.017664109527288748,0.00022743656842737122,10.073138899863702,29.25,14.75,1.0,1.0,4.494075587334015,11101.5,0.6840208593696591,0.8014003398346315
