num_nodes,num_edges,false_avg_degree,average_clustering,density,average_shortest_path_length,diameter,radius,node_connectivity,edge_connectivity,real_avg_degree,edge_cut,attribute_assortativity_coefficient,homophily_ratio
500,0,0.016,0.0,1.6032064128256513e-05,1.0,1.0,1.0,1.0,1.0,54.676,27330.0,nan,0.75
625,0,0.025599999999999998,0.0,2.0512820512820512e-05,1.1666666666666665,1.3333333333333333,1.0,1.0,1.0,51.976533333333336,32469.333333333332,0.846153846153846,0.8888888888888888
781,0,0.030729833546734954,0.0,1.9698611247907023e-05,1.222222222222222,1.6666666666666665,1.0,1.0,1.0,49.10542040119505,38327.333333333336,0.7812599936040935,0.8333333333333334
976,0,0.04371584699453552,0.0,2.241838307412078e-05,1.222222222222222,1.6666666666666665,1.0,1.0,1.0,51.450819672131146,50173.33333333333,0.9053346871826917,0.925
1220,0,0.05355191256830601,0.0008196721311475411,2.1965509667065635e-05,1.3777777777777778,2.0,1.3333333333333333,1.0,1.0,51.09071038251366,62265.33333333334,0.8183771656487598,0.842809364548495
1525,0,0.0673224043715847,0.0,2.20874030090501e-05,1.4444444444444444,2.0,1.0,1.0,1.0,51.136393442622946,77880.33333333333,0.8332208374406305,0.8516085872407712
1906,0,0.07625043721580972,0.0005246589716684155,2.0013238114385756e-05,1.4777777777777776,2.0,1.0,1.0,1.0,49.783140958377054,94741.33333333333,0.7397178260160824,0.7716627305443096
2382,0,0.0948782535684299,0.0007929844201884505,1.9924034768674906e-05,1.588888888888889,2.6666666666666665,1.6666666666666665,1.0,1.0,50.54673943464876,120176.33333333334,0.7543884912514289,0.7738445831282065
2977,0,0.11756802149815251,0.0013063113499794722,1.9752691783963796e-05,1.7333333333333334,2.9999999999999996,1.6666666666666665,1.0,1.0,51.27051841899004,152282.3333333333,0.7623441237784281,0.7840418147656147
3721,0,0.13974737973662996,0.0008659559855474932,1.87832499646008e-05,1.815873015873016,2.9999999999999996,1.6666666666666665,1.0,1.0,49.59276180238287,184014.66666666666,0.8067710934610922,0.8245251417913289
4651,0,0.1990969683938938,0.002988604601161041,2.1408276171386428e-05,1.834920634920635,2.6666666666666665,1.3333333333333333,1.0,1.0,50.71826847272989,234964.66666666666,0.7730087429822263,0.7921336404544302
5813,0,0.2403807557772808,0.00432227710741387,2.0679693373819755e-05,1.931986531986532,3.0,1.6666666666666665,1.0,1.0,50.377028499340554,291444.3333333333,0.7921729765414811,0.8085438703849404
7266,0,0.28883383796678597,0.0036708558591300126,1.987844721037756e-05,2.4614223467164646,4.666666666666667,2.6666666666666665,1.0,1.0,50.61106523534269,365641.3333333333,0.7899081964559531,0.8066458302324806
9082,0,0.3574836673273141,0.005805220862476973,1.9683056234297663e-05,2.940689503732982,6.0,3.0,1.0,1.0,49.58819643250385,447113.3333333334,0.7847703992325819,0.8022355957985965
11352,0,0.45818651632605123,0.009047960213687254,2.0182649824951597e-05,3.5144957738379006,7.333333333333334,4.0,1.0,1.0,50.28523608174771,565636.6666666666,0.793594256573325,0.8100352109907711
14190,0,0.583697439511393,0.012662268375122673,2.0568660212537635e-05,5.185003714309908,14.333333333333332,7.666666666666666,1.0,1.0,50.39238900634249,706785.3333333334,0.7935477935496007,0.8104984887195048
17737,0,0.7284584014583451,0.018223827636951802,2.053615249938952e-05,6.476435937724466,15.666666666666668,8.0,1.0,1.0,50.126533987333445,876173.6666666667,0.7905030724859354,0.8067835525282578
22171,0,0.9000345797062229,0.02417115767741012,2.0298479470144856e-05,7.987567122034459,20.666666666666668,10.666666666666666,1.0,1.0,50.26969163922842,1094574.6666666667,0.7857631683643731,0.8028643158454034
27713,0,1.1603940388987117,0.03587560005825317,2.09366707364808e-05,18.292088745578614,48.666666666666664,24.666666666666668,1.0,1.0,50.838788053741325,1376737.3333333335,0.7888767730276278,0.8058433539064673
34641,0,1.4342349624241024,0.045431747110018135,2.070200580866199e-05,22.960076709193505,69.0,36.333333333333336,1.0,1.0,50.61554227649317,1703689.6666666667,0.791473147077976,0.8079157316999488
43301,0,1.815954981794108,0.06096672650305068,2.096945706459709e-05,16.615930853725008,50.66666666666667,26.333333333333336,1.0,1.0,50.87056496000862,2124113.666666667,0.7892816630372685,0.8058789050579972
54126,0,2.2597273029597607,0.07606349350118619,2.0875079011175616e-05,14.415214713951698,45.66666666666667,24.0,1.0,1.0,50.889529369742206,2632136.6666666665,0.794363356683365,0.8101810858914422
