num_nodes,num_edges,false_avg_degree,average_clustering,density,average_shortest_path_length,diameter,radius,node_connectivity,edge_connectivity,real_avg_degree,edge_cut,attribute_assortativity_coefficient,homophily_ratio,total
250,0,0.11589743589743583,0.00020512820512820512,0.00023272577489444956,1.2820818070818063,1.7435897435897423,1.1410256410256396,0.9999999999999984,0.9999999999999984,8.99405128205128,2219.538461538461,nan,0.7814913792006546,0.0
500,0,0.2219487179487179,0.0006700854700854701,0.00022239350495863525,1.7728475228475238,2.9487179487179476,1.6666666666666663,1.0000000000000004,1.0000000000000004,9.002666666666666,4390.358974358974,0.6773960262993892,0.8066000903898389,0.0
750,0,0.344,0.002012698412698413,0.00022963951935914558,2.2384438211361286,4.038461538461539,2.192307692307692,0.9999999999999996,0.9999999999999996,8.994564102564103,6487.923076923075,0.6810965999920277,0.8052204716531607,0.0
1000,0,0.46715789473684216,0.0014116959064327482,0.00023381276012854959,3.1192799980238806,6.2631578947368425,3.3157894736842106,0.9999999999999996,0.9999999999999996,8.985894736842106,8518.736842105263,0.685687409174878,0.8043017245773051,0.0
1250,0,0.5602133333333333,0.0029620317460317463,0.0002242647451294369,3.873811717073921,8.533333333333333,4.666666666666667,0.9999999999999999,0.9999999999999999,9.049173333333334,10611.199999999999,0.6888677221755298,0.8062914207412829,0.0
1500,0,0.6633846153846152,0.0036982905982905984,0.00022127572227638938,4.528203665832976,10.076923076923078,5.384615384615384,0.9999999999999998,0.9999999999999998,8.989435897435897,12489.076923076922,0.7037081977618957,0.8151812869007103,0.0
1750,0,0.7975064935064935,0.005635381843037346,0.00022798927773198783,5.78075364315431,13.454545454545453,7.0,1.0000000000000002,1.0000000000000002,9.002701298701298,14359.09090909091,0.6788697594474117,0.7983396978876897,0.0
2000,0,0.9164444444444445,0.0055532534234675615,0.00022922572397309765,7.196566959850149,17.11111111111111,8.777777777777777,1.0000000000000002,1.0000000000000002,8.975777777777779,16118.666666666668,0.6830256817027317,0.802323420375952,0.0
2250,0,1.026,0.010121129698761278,0.0002281013783903957,7.459665899423241,19.25,10.125,1.0,1.0,8.985666666666667,17909.25,0.6948264490309116,0.8081876875597827,0.0
2500,0,1.1686857142857143,0.009467685013399297,0.00023383067512719376,9.855923641385361,24.714285714285715,12.571428571428571,0.9999999999999998,0.9999999999999998,9.056799999999999,19720.285714285714,0.6902657824432676,0.8056930248225745,0.0
2750,0,1.256935064935065,0.008752561455734803,0.00022861678154511913,8.341369989063852,21.0,10.857142857142858,0.9999999999999998,0.9999999999999998,9.014025974025975,21332.0,0.6845067329594097,0.801728997056634,0.0
3000,0,1.3531111111111112,0.010055493708392626,0.0002255937164239932,9.805922283322625,27.0,14.000000000000002,0.9999999999999999,0.9999999999999999,8.993555555555556,22921.333333333332,0.6825375844384357,0.7995342825277254,0.0
3250,0,1.5132307692307694,0.010877257883143669,0.00023287638800104175,9.942749680952913,27.833333333333332,13.999999999999998,0.9999999999999999,0.9999999999999999,8.973435897435897,24245.666666666668,0.6815486984116224,0.8000619971755005,0.0
